,time,open,close,low,high,diff,dir,token,dif,body,shadow_up,shadow_down
428,2022-06-11 02:00:00,1672.6,1669.25,1668.5,1674.3,3.35,-,ETHUSD,3.35,0.0,1.7000000000000455,0.75
429,2022-06-11 02:15:00,1669.25,1663.85,1652.4,1671.6,5.4,-,ETHUSD,5.4,0.0,2.349999999999909,11.449999999999818
430,2022-06-11 02:30:00,1663.85,1657.75,1656.1,1666.65,6.1,-,ETHUSD,6.1,0.0,2.800000000000182,1.650000000000091
431,2022-06-11 02:45:00,1657.75,1659.95,1652.7,1662.5,2.2,+,ETHUSD,2.2,2.2000000000000455,2.5499999999999545,5.0499999999999545
432,2022-06-11 03:00:00,1659.95,1666.4,1655.8,1668.05,6.45,+,ETHUSD,6.45,6.4500000000000455,1.6499999999998636,4.150000000000091
433,2022-06-11 03:15:00,1666.4,1669.05,1664.25,1670.8,2.65,+,ETHUSD,2.65,2.6499999999998636,1.75,2.150000000000091
434,2022-06-11 03:30:00,1669.05,1677.7,1667.0,1679.35,8.65,+,ETHUSD,8.65,8.650000000000091,1.6499999999998636,2.0499999999999545
435,2022-06-11 03:45:00,1677.7,1676.55,1676.2,1678.1,1.15,-,ETHUSD,1.15,0.0,0.3999999999998636,0.34999999999990905
436,2022-06-11 04:00:00,1676.55,1675.3,1674.7,1678.25,1.25,-,ETHUSD,1.25,0.0,1.7000000000000455,0.599999999999909
437,2022-06-11 04:15:00,1675.3,1673.4,1672.25,1676.05,1.9,-,ETHUSD,1.9,0.0,0.75,1.150000000000091
438,2022-06-11 04:30:00,1673.4,1675.85,1672.6,1676.0,2.45,+,ETHUSD,2.45,2.449999999999818,0.15000000000009095,0.8000000000001819
439,2022-06-11 04:45:00,1675.85,1673.35,1672.2,1675.9,2.5,-,ETHUSD,2.5,0.0,0.0500000000001819,1.1499999999998636
440,2022-06-11 05:00:00,1673.35,1668.0,1666.0,1674.5,5.35,-,ETHUSD,5.35,0.0,1.150000000000091,2.0
441,2022-06-11 05:15:00,1668.0,1670.6,1664.45,1671.0,2.6,+,ETHUSD,2.6,2.599999999999909,0.40000000000009095,3.5499999999999545
442,2022-06-11 05:30:00,1670.6,1669.85,1667.25,1671.3,0.75,-,ETHUSD,0.75,0.0,0.7000000000000455,2.599999999999909
443,2022-06-11 05:45:00,1669.85,1670.85,1666.25,1674.15,1.0,+,ETHUSD,1.0,1.0,3.300000000000182,3.599999999999909
444,2022-06-11 06:00:00,1670.85,1669.95,1669.3,1673.25,0.9,-,ETHUSD,0.9,0.0,2.400000000000091,0.650000000000091
445,2022-06-11 06:15:00,1669.95,1668.65,1668.3,1670.2,1.3,-,ETHUSD,1.3,0.0,0.25,0.3500000000001364
446,2022-06-11 06:30:00,1668.65,1667.7,1667.7,1670.5,0.95,-,ETHUSD,0.95,0.0,1.849999999999909,0.0
447,2022-06-11 06:45:00,1667.7,1666.7,1666.7,1668.3,1.0,-,ETHUSD,1.0,0.0,0.599999999999909,0.0
448,2022-06-11 07:00:00,1666.7,1672.0,1665.65,1672.35,5.3,+,ETHUSD,5.3,5.2999999999999545,0.34999999999990905,1.0499999999999545
449,2022-06-11 07:15:00,1672.0,1671.3,1669.1,1674.0,0.7,-,ETHUSD,0.7,0.0,2.0,2.2000000000000455
450,2022-06-11 07:30:00,1671.3,1672.25,1669.8,1673.2,0.95,+,ETHUSD,0.95,0.9500000000000455,0.9500000000000455,1.5
451,2022-06-11 07:45:00,1672.25,1674.5,1671.55,1676.5,2.25,+,ETHUSD,2.25,2.25,2.0,0.7000000000000455
452,2022-06-11 08:00:00,1674.5,1673.75,1672.9,1677.0,0.75,-,ETHUSD,0.75,0.0,2.5,0.849999999999909
453,2022-06-11 08:15:00,1673.75,1670.15,1668.4,1673.75,3.6,-,ETHUSD,3.6,0.0,0.0,1.75
454,2022-06-11 08:30:00,1670.15,1668.8,1668.0,1670.65,1.35,-,ETHUSD,1.35,0.0,0.5,0.7999999999999545
455,2022-06-11 08:45:00,1668.8,1666.1,1661.25,1670.8,2.7,-,ETHUSD,2.7,0.0,2.0,4.849999999999909
456,2022-06-11 09:00:00,1666.1,1666.95,1664.9,1667.6,0.85,+,ETHUSD,0.85,0.8500000000001364,0.6499999999998636,1.199999999999818
457,2022-06-11 09:15:00,1666.95,1665.75,1665.7,1668.85,1.2,-,ETHUSD,1.2,0.0,1.8999999999998636,0.049999999999954525
458,2022-06-11 09:30:00,1665.75,1664.1,1661.5,1666.6,1.65,-,ETHUSD,1.65,0.0,0.849999999999909,2.599999999999909
459,2022-06-11 09:45:00,1664.1,1662.7,1660.55,1664.35,1.4,-,ETHUSD,1.4,0.0,0.25,2.150000000000091
460,2022-06-11 10:00:00,1662.7,1662.45,1661.0,1666.5,0.25,-,ETHUSD,0.25,0.0,3.7999999999999545,1.4500000000000455
461,2022-06-11 10:15:00,1662.45,1664.15,1661.1,1666.45,1.7,+,ETHUSD,1.7,1.7000000000000455,2.2999999999999545,1.3500000000001364
462,2022-06-11 10:30:00,1664.15,1667.5,1664.15,1667.5,3.35,+,ETHUSD,3.35,3.349999999999909,0.0,0.0
463,2022-06-11 10:45:00,1667.5,1664.85,1664.05,1667.5,2.65,-,ETHUSD,2.65,0.0,0.0,0.7999999999999545
464,2022-06-11 11:00:00,1664.85,1661.5,1661.1,1667.7,3.35,-,ETHUSD,3.35,0.0,2.8500000000001364,0.40000000000009095
465,2022-06-11 11:15:00,1661.5,1659.75,1658.1,1664.4,1.75,-,ETHUSD,1.75,0.0,2.900000000000091,1.650000000000091
466,2022-06-11 11:30:00,1659.75,1619.9,1601.15,1660.9,39.85,-,ETHUSD,39.85,0.0,1.150000000000091,18.75
467,2022-06-11 11:45:00,1619.9,1569.65,1565.35,1623.15,50.25,-,ETHUSD,50.25,0.0,3.25,4.300000000000182
468,2022-06-11 12:00:00,1569.65,1588.55,1534.4,1595.6,18.9,+,ETHUSD,18.9,18.899999999999864,7.0499999999999545,35.25
469,2022-06-11 12:15:00,1588.55,1590.35,1582.7,1595.9,1.8,+,ETHUSD,1.8,1.7999999999999545,5.550000000000182,5.849999999999909
470,2022-06-11 12:30:00,1590.35,1605.1,1590.2,1611.0,14.75,+,ETHUSD,14.75,14.75,5.900000000000091,0.14999999999986358
471,2022-06-11 12:45:00,1605.1,1593.15,1593.15,1607.9,11.95,-,ETHUSD,11.95,0.0,2.800000000000182,0.0
472,2022-06-11 13:00:00,1593.15,1596.55,1591.8,1602.75,3.4,+,ETHUSD,3.4,3.3999999999998636,6.2000000000000455,1.3500000000001364
473,2022-06-11 13:15:00,1596.55,1594.75,1593.4,1598.85,1.8,-,ETHUSD,1.8,0.0,2.2999999999999545,1.349999999999909
474,2022-06-11 13:30:00,1594.75,1585.45,1583.0,1594.75,9.3,-,ETHUSD,9.3,0.0,0.0,2.4500000000000455
475,2022-06-11 13:45:00,1585.45,1584.1,1579.25,1588.75,1.35,-,ETHUSD,1.35,0.0,3.2999999999999545,4.849999999999909
476,2022-06-11 14:00:00,1584.1,1582.2,1575.3,1586.0,1.9,-,ETHUSD,1.9,0.0,1.900000000000091,6.900000000000091
477,2022-06-11 14:15:00,1582.2,1567.85,1563.85,1582.2,14.35,-,ETHUSD,14.35,0.0,0.0,4.0
478,2022-06-11 14:30:00,1567.85,1579.0,1565.35,1579.95,11.15,+,ETHUSD,11.15,11.150000000000091,0.9500000000000455,2.5
479,2022-06-11 14:45:00,1579.0,1573.95,1568.0,1579.0,5.05,-,ETHUSD,5.05,0.0,0.0,5.9500000000000455
480,2022-06-11 15:00:00,1573.95,1580.6,1572.6,1589.0,6.65,+,ETHUSD,6.65,6.649999999999864,8.400000000000091,1.3500000000001364
481,2022-06-11 15:15:00,1580.6,1576.75,1571.45,1583.4,3.85,-,ETHUSD,3.85,0.0,2.800000000000182,5.2999999999999545
482,2022-06-11 15:30:00,1576.75,1563.95,1555.5,1576.8,12.8,-,ETHUSD,12.8,0.0,0.049999999999954525,8.450000000000045
483,2022-06-11 15:45:00,1563.95,1550.5,1549.4,1563.95,13.45,-,ETHUSD,13.45,0.0,0.0,1.099999999999909
484,2022-06-11 16:00:00,1550.5,1560.15,1545.3,1562.2,9.65,+,ETHUSD,9.65,9.650000000000091,2.0499999999999545,5.2000000000000455
485,2022-06-11 16:15:00,1560.15,1562.6,1555.4,1567.2,2.45,+,ETHUSD,2.45,2.449999999999818,4.600000000000136,4.75
486,2022-06-11 16:30:00,1562.6,1566.45,1561.55,1578.5,3.85,+,ETHUSD,3.85,3.8500000000001364,12.049999999999955,1.0499999999999545
487,2022-06-11 16:45:00,1566.45,1570.0,1564.0,1572.2,3.55,+,ETHUSD,3.55,3.5499999999999545,2.2000000000000455,2.4500000000000455
488,2022-06-11 17:00:00,1570.0,1562.05,1559.05,1570.0,7.95,-,ETHUSD,7.95,0.0,0.0,3.0
489,2022-06-11 17:15:00,1562.05,1553.35,1548.8,1562.3,8.7,-,ETHUSD,8.7,0.0,0.25,4.5499999999999545
490,2022-06-11 17:30:00,1553.35,1546.25,1544.8,1556.5,7.1,-,ETHUSD,7.1,0.0,3.150000000000091,1.4500000000000455
491,2022-06-11 17:45:00,1546.25,1523.7,1507.1,1559.8,22.55,-,ETHUSD,22.55,0.0,13.549999999999955,16.600000000000136
492,2022-06-11 18:00:00,1523.7,1522.6,1502.5,1531.75,1.1,-,ETHUSD,1.1,0.0,8.049999999999955,20.09999999999991
493,2022-06-11 18:15:00,1522.6,1517.95,1496.8,1526.2,4.65,-,ETHUSD,4.65,0.0,3.6000000000001364,21.15000000000009
494,2022-06-11 18:30:00,1517.95,1501.4,1499.05,1520.75,16.55,-,ETHUSD,16.55,0.0,2.7999999999999545,2.3500000000001364
495,2022-06-11 18:45:00,1501.4,1514.9,1498.45,1519.55,13.5,+,ETHUSD,13.5,13.5,4.649999999999864,2.9500000000000455
496,2022-06-11 19:00:00,1514.9,1523.55,1511.35,1529.25,8.65,+,ETHUSD,8.65,8.649999999999864,5.7000000000000455,3.550000000000182
497,2022-06-11 19:15:00,1523.55,1519.95,1501.25,1525.4,3.6,-,ETHUSD,3.6,0.0,1.8500000000001364,18.700000000000045
498,2022-06-11 19:30:00,1519.95,1528.35,1511.85,1530.25,8.4,+,ETHUSD,8.4,8.399999999999864,1.900000000000091,8.100000000000136
499,2022-06-11 19:45:00,1528.35,1532.75,1527.45,1543.4,4.4,+,ETHUSD,4.4,4.400000000000091,10.650000000000091,0.8999999999998636
500,2022-06-11 20:00:00,1532.75,1534.7,1526.8,1541.35,1.95,+,ETHUSD,1.95,1.9500000000000455,6.649999999999864,5.9500000000000455
501,2022-06-11 20:15:00,1534.7,1536.9,1530.6,1539.35,2.2,+,ETHUSD,2.2,2.2000000000000455,2.449999999999818,4.100000000000136
502,2022-06-11 20:30:00,1536.9,1532.7,1525.6,1541.5,4.2,-,ETHUSD,4.2,0.0,4.599999999999909,7.100000000000136
503,2022-06-11 20:45:00,1532.7,1531.05,1527.95,1537.85,1.65,-,ETHUSD,1.65,0.0,5.149999999999864,3.099999999999909
504,2022-06-11 21:00:00,1531.05,1532.0,1527.75,1535.3,0.95,+,ETHUSD,0.95,0.9500000000000455,3.2999999999999545,3.2999999999999545
505,2022-06-11 21:15:00,1532.0,1532.65,1529.15,1539.2,0.65,+,ETHUSD,0.65,0.650000000000091,6.5499999999999545,2.849999999999909
506,2022-06-11 21:30:00,1532.65,1549.15,1529.7,1574.45,16.5,+,ETHUSD,16.5,16.5,25.299999999999955,2.9500000000000455
507,2022-06-11 21:45:00,1549.15,1548.1,1542.45,1554.95,1.05,-,ETHUSD,1.05,0.0,5.7999999999999545,5.649999999999864
508,2022-06-11 22:00:00,1548.1,1558.95,1545.2,1562.3,10.85,+,ETHUSD,10.85,10.850000000000136,3.349999999999909,2.8999999999998636
509,2022-06-11 22:15:00,1558.95,1548.6,1547.85,1561.2,10.35,-,ETHUSD,10.35,0.0,2.25,0.75
510,2022-06-11 22:30:00,1548.6,1545.0,1544.6,1551.95,3.6,-,ETHUSD,3.6,0.0,3.3500000000001364,0.40000000000009095
511,2022-06-11 22:45:00,1545.0,1544.55,1542.05,1547.65,0.45,-,ETHUSD,0.45,0.0,2.650000000000091,2.5
512,2022-06-11 23:00:00,1544.55,1538.4,1533.5,1547.9,6.15,-,ETHUSD,6.15,0.0,3.3500000000001364,4.900000000000091
513,2022-06-11 23:15:00,1538.4,1536.25,1534.35,1542.8,2.15,-,ETHUSD,2.15,0.0,4.399999999999864,1.900000000000091
514,2022-06-11 23:30:00,1536.25,1532.55,1529.0,1536.55,3.7,-,ETHUSD,3.7,0.0,0.2999999999999545,3.5499999999999545
515,2022-06-11 23:45:00,1532.55,1520.35,1514.65,1533.8,12.2,-,ETHUSD,12.2,0.0,1.25,5.699999999999818
516,2022-06-12 00:00:00,1520.35,1528.25,1518.4,1528.95,7.9,+,ETHUSD,7.9,7.900000000000091,0.7000000000000455,1.949999999999818
517,2022-06-12 00:15:00,1528.25,1533.3,1525.35,1537.0,5.05,+,ETHUSD,5.05,5.0499999999999545,3.7000000000000455,2.900000000000091
518,2022-06-12 00:30:00,1533.3,1538.6,1530.55,1541.15,5.3,+,ETHUSD,5.3,5.2999999999999545,2.550000000000182,2.75
519,2022-06-12 00:45:00,1538.6,1536.7,1533.85,1538.7,1.9,-,ETHUSD,1.9,0.0,0.10000000000013642,2.8500000000001364
520,2022-06-12 01:00:00,1536.7,1542.85,1535.85,1545.8,6.15,+,ETHUSD,6.15,6.149999999999864,2.9500000000000455,0.8500000000001364
521,2022-06-12 01:15:00,1542.85,1543.55,1539.4,1545.65,0.7,+,ETHUSD,0.7,0.7000000000000455,2.1000000000001364,3.449999999999818
522,2022-06-12 01:30:00,1543.55,1545.35,1542.85,1548.85,1.8,+,ETHUSD,1.8,1.7999999999999545,3.5,0.7000000000000455
523,2022-06-12 01:45:00,1545.35,1545.8,1542.05,1550.6,0.45,+,ETHUSD,0.45,0.4500000000000455,4.7999999999999545,3.2999999999999545
524,2022-06-12 02:00:00,1545.8,1533.5,1532.6,1546.9,12.3,-,ETHUSD,12.3,0.0,1.1000000000001364,0.900000000000091
525,2022-06-12 02:15:00,1533.5,1533.65,1530.05,1536.95,0.15,+,ETHUSD,0.15,0.15000000000009095,3.2999999999999545,3.4500000000000455
526,2022-06-12 02:30:00,1533.65,1525.5,1520.7,1533.75,8.15,-,ETHUSD,8.15,0.0,0.09999999999990905,4.7999999999999545
527,2022-06-12 02:45:00,1525.5,1530.45,1522.75,1530.95,4.95,+,ETHUSD,4.95,4.9500000000000455,0.5,2.75
528,2022-06-12 03:00:00,1530.45,1539.25,1524.2,1539.7,8.8,+,ETHUSD,8.8,8.799999999999955,0.4500000000000455,6.25
529,2022-06-12 03:15:00,1539.25,1534.1,1531.35,1539.35,5.15,-,ETHUSD,5.15,0.0,0.09999999999990905,2.75
530,2022-06-12 03:30:00,1534.1,1533.95,1529.85,1537.5,0.15,-,ETHUSD,0.15,0.0,3.400000000000091,4.100000000000136
531,2022-06-12 03:45:00,1533.95,1535.2,1531.25,1538.55,1.25,+,ETHUSD,1.25,1.25,3.349999999999909,2.7000000000000455
532,2022-06-12 04:00:00,1535.2,1521.55,1516.15,1535.9,13.65,-,ETHUSD,13.65,0.0,0.7000000000000455,5.399999999999864
533,2022-06-12 04:15:00,1521.55,1516.45,1508.55,1522.55,5.1,-,ETHUSD,5.1,0.0,1.0,7.900000000000091
534,2022-06-12 04:30:00,1516.45,1514.75,1511.6,1524.6,1.7,-,ETHUSD,1.7,0.0,8.149999999999864,3.150000000000091
535,2022-06-12 04:45:00,1514.75,1511.1,1504.6,1517.9,3.65,-,ETHUSD,3.65,0.0,3.150000000000091,6.5
536,2022-06-12 05:00:00,1511.1,1515.6,1508.15,1519.0,4.5,+,ETHUSD,4.5,4.5,3.400000000000091,2.949999999999818
537,2022-06-12 05:15:00,1515.6,1467.3,1455.4,1516.25,48.3,-,ETHUSD,48.3,0.0,0.650000000000091,11.899999999999864
538,2022-06-12 05:30:00,1467.3,1459.35,1447.65,1475.8,7.95,-,ETHUSD,7.95,0.0,8.5,11.699999999999818
539,2022-06-12 05:45:00,1459.35,1450.2,1443.05,1467.0,9.15,-,ETHUSD,9.15,0.0,7.650000000000091,7.150000000000091
540,2022-06-12 06:00:00,1450.2,1459.9,1445.55,1463.55,9.7,+,ETHUSD,9.7,9.700000000000045,3.6499999999998636,4.650000000000091
541,2022-06-12 06:15:00,1459.9,1453.75,1449.55,1464.0,6.15,-,ETHUSD,6.15,0.0,4.099999999999909,4.2000000000000455
542,2022-06-12 06:30:00,1453.75,1467.5,1453.05,1472.8,13.75,+,ETHUSD,13.75,13.75,5.2999999999999545,0.7000000000000455
543,2022-06-12 06:45:00,1467.5,1464.65,1463.55,1470.0,2.85,-,ETHUSD,2.85,0.0,2.5,1.1000000000001364
544,2022-06-12 07:00:00,1464.65,1463.4,1461.25,1477.6,1.25,-,ETHUSD,1.25,0.0,12.949999999999818,2.150000000000091
545,2022-06-12 07:15:00,1463.4,1458.75,1456.65,1467.9,4.65,-,ETHUSD,4.65,0.0,4.5,2.099999999999909
546,2022-06-12 07:30:00,1458.75,1457.5,1455.95,1464.2,1.25,-,ETHUSD,1.25,0.0,5.4500000000000455,1.5499999999999545
547,2022-06-12 07:45:00,1457.5,1449.8,1448.75,1459.0,7.7,-,ETHUSD,7.7,0.0,1.5,1.0499999999999545
548,2022-06-12 08:00:00,1449.8,1441.3,1426.55,1452.55,8.5,-,ETHUSD,8.5,0.0,2.75,14.75
549,2022-06-12 08:15:00,1441.3,1431.05,1429.5,1445.9,10.25,-,ETHUSD,10.25,0.0,4.600000000000136,1.5499999999999545
550,2022-06-12 08:30:00,1431.05,1438.25,1427.6,1441.05,7.2,+,ETHUSD,7.2,7.2000000000000455,2.7999999999999545,3.4500000000000455
551,2022-06-12 08:45:00,1438.25,1428.35,1420.0,1442.6,9.9,-,ETHUSD,9.9,0.0,4.349999999999909,8.349999999999909
552,2022-06-12 09:00:00,1428.35,1445.05,1425.55,1447.6,16.7,+,ETHUSD,16.7,16.700000000000045,2.5499999999999545,2.7999999999999545
553,2022-06-12 09:15:00,1445.05,1454.85,1444.2,1456.65,9.8,+,ETHUSD,9.8,9.799999999999955,1.800000000000182,0.849999999999909
554,2022-06-12 09:30:00,1454.85,1457.15,1452.55,1465.2,2.3,+,ETHUSD,2.3,2.300000000000182,8.049999999999955,2.2999999999999545
555,2022-06-12 09:45:00,1457.15,1455.55,1455.45,1462.25,1.6,-,ETHUSD,1.6,0.0,5.099999999999909,0.09999999999990905
556,2022-06-12 10:00:00,1455.55,1451.35,1448.7,1459.25,4.2,-,ETHUSD,4.2,0.0,3.7000000000000455,2.6499999999998636
557,2022-06-12 10:15:00,1451.35,1449.0,1448.7,1453.85,2.35,-,ETHUSD,2.35,0.0,2.5,0.2999999999999545
558,2022-06-12 10:30:00,1449.0,1454.4,1448.0,1457.1,5.4,+,ETHUSD,5.4,5.400000000000091,2.699999999999818,1.0
559,2022-06-12 10:45:00,1454.4,1468.6,1451.55,1470.8,14.2,+,ETHUSD,14.2,14.199999999999818,2.2000000000000455,2.8500000000001364
560,2022-06-12 11:00:00,1468.6,1460.9,1460.9,1468.85,7.7,-,ETHUSD,7.7,0.0,0.25,0.0
561,2022-06-12 11:15:00,1460.9,1472.65,1460.9,1474.95,11.75,+,ETHUSD,11.75,11.75,2.2999999999999545,0.0
562,2022-06-12 11:30:00,1472.65,1470.45,1469.55,1485.7,2.2,-,ETHUSD,2.2,0.0,13.049999999999955,0.900000000000091
563,2022-06-12 11:45:00,1470.45,1467.8,1464.45,1472.55,2.65,-,ETHUSD,2.65,0.0,2.099999999999909,3.349999999999909
564,2022-06-12 12:00:00,1467.8,1468.5,1461.4,1474.0,0.7,+,ETHUSD,0.7,0.7000000000000455,5.5,6.399999999999864
565,2022-06-12 12:15:00,1468.5,1471.5,1464.4,1476.55,3.0,+,ETHUSD,3.0,3.0,5.0499999999999545,4.099999999999909
566,2022-06-12 12:30:00,1471.5,1466.0,1462.8,1472.4,5.5,-,ETHUSD,5.5,0.0,0.900000000000091,3.2000000000000455
567,2022-06-12 12:45:00,1466.0,1461.15,1460.7,1467.35,4.85,-,ETHUSD,4.85,0.0,1.349999999999909,0.4500000000000455
568,2022-06-12 13:00:00,1461.15,1460.0,1454.2,1463.3,1.15,-,ETHUSD,1.15,0.0,2.1499999999998636,5.7999999999999545
569,2022-06-12 13:15:00,1460.0,1470.75,1457.4,1472.9,10.75,+,ETHUSD,10.75,10.75,2.150000000000091,2.599999999999909
570,2022-06-12 13:30:00,1470.75,1466.0,1466.0,1474.25,4.75,-,ETHUSD,4.75,0.0,3.5,0.0
571,2022-06-12 13:45:00,1466.0,1458.05,1457.8,1466.95,7.95,-,ETHUSD,7.95,0.0,0.9500000000000455,0.25
572,2022-06-12 14:00:00,1458.05,1458.1,1451.65,1459.4,0.05,+,ETHUSD,0.05,0.049999999999954525,1.300000000000182,6.399999999999864
573,2022-06-12 14:15:00,1458.1,1452.8,1450.6,1459.5,5.3,-,ETHUSD,5.3,0.0,1.400000000000091,2.2000000000000455
574,2022-06-12 14:30:00,1452.8,1461.3,1450.45,1464.9,8.5,+,ETHUSD,8.5,8.5,3.6000000000001364,2.349999999999909
575,2022-06-12 14:45:00,1461.3,1466.4,1461.3,1471.3,5.1,+,ETHUSD,5.1,5.100000000000136,4.899999999999864,0.0
576,2022-06-12 15:00:00,1466.4,1467.75,1464.55,1471.7,1.35,+,ETHUSD,1.35,1.349999999999909,3.9500000000000455,1.8500000000001364
577,2022-06-12 15:15:00,1467.75,1469.85,1464.0,1473.2,2.1,+,ETHUSD,2.1,2.099999999999909,3.3500000000001364,3.75
578,2022-06-12 15:30:00,1469.85,1461.1,1460.5,1472.85,8.75,-,ETHUSD,8.75,0.0,3.0,0.599999999999909
579,2022-06-12 15:45:00,1461.1,1460.2,1459.6,1464.6,0.9,-,ETHUSD,0.9,0.0,3.5,0.6000000000001364
580,2022-06-12 16:00:00,1460.2,1461.3,1457.65,1464.95,1.1,+,ETHUSD,1.1,1.099999999999909,3.650000000000091,2.5499999999999545
581,2022-06-12 16:15:00,1461.3,1458.45,1456.35,1463.35,2.85,-,ETHUSD,2.85,0.0,2.0499999999999545,2.1000000000001364
582,2022-06-12 16:30:00,1458.45,1458.3,1455.75,1460.4,0.15,-,ETHUSD,0.15,0.0,1.9500000000000455,2.5499999999999545
583,2022-06-12 16:45:00,1458.3,1445.4,1436.0,1458.3,12.9,-,ETHUSD,12.9,0.0,0.0,9.400000000000091
584,2022-06-12 17:00:00,1445.4,1442.1,1441.55,1454.6,3.3,-,ETHUSD,3.3,0.0,9.199999999999818,0.5499999999999545
585,2022-06-12 17:15:00,1442.1,1467.9,1426.1,1471.45,25.8,+,ETHUSD,25.8,25.800000000000182,3.5499999999999545,16.0
586,2022-06-12 17:30:00,1467.9,1473.55,1467.35,1505.85,5.65,+,ETHUSD,5.65,5.649999999999864,32.299999999999955,0.5500000000001819
587,2022-06-12 17:45:00,1473.55,1507.0,1467.6,1529.65,33.45,+,ETHUSD,33.45,33.450000000000045,22.65000000000009,5.9500000000000455
588,2022-06-12 18:00:00,1507.0,1512.8,1502.0,1524.25,5.8,+,ETHUSD,5.8,5.7999999999999545,11.450000000000045,5.0
589,2022-06-12 18:15:00,1512.8,1532.0,1512.2,1541.0,19.2,+,ETHUSD,19.2,19.200000000000045,9.0,0.599999999999909
590,2022-06-12 18:30:00,1532.0,1529.6,1522.4,1544.35,2.4,-,ETHUSD,2.4,0.0,12.349999999999909,7.199999999999818
591,2022-06-12 18:45:00,1529.6,1523.3,1514.8,1531.5,6.3,-,ETHUSD,6.3,0.0,1.900000000000091,8.5
592,2022-06-12 19:00:00,1523.3,1526.3,1516.5,1527.65,3.0,+,ETHUSD,3.0,3.0,1.3500000000001364,6.7999999999999545
593,2022-06-12 19:15:00,1526.3,1514.9,1513.7,1529.75,11.4,-,ETHUSD,11.4,0.0,3.4500000000000455,1.2000000000000455
594,2022-06-12 19:30:00,1514.9,1510.0,1506.4,1519.05,4.9,-,ETHUSD,4.9,0.0,4.149999999999864,3.599999999999909
595,2022-06-12 19:45:00,1510.0,1503.65,1494.15,1511.5,6.35,-,ETHUSD,6.35,0.0,1.5,9.5
596,2022-06-12 20:00:00,1503.65,1512.7,1503.5,1517.35,9.05,+,ETHUSD,9.05,9.049999999999955,4.649999999999864,0.15000000000009095
597,2022-06-12 20:15:00,1512.7,1517.85,1512.2,1519.75,5.15,+,ETHUSD,5.15,5.149999999999864,1.900000000000091,0.5
598,2022-06-12 20:30:00,1517.85,1518.75,1514.75,1523.8,0.9,+,ETHUSD,0.9,0.900000000000091,5.0499999999999545,3.099999999999909
599,2022-06-12 20:45:00,1518.75,1518.15,1515.3,1524.6,0.6,-,ETHUSD,0.6,0.0,5.849999999999909,2.8500000000001364
600,2022-06-12 21:00:00,1518.15,1514.55,1507.4,1519.65,3.6,-,ETHUSD,3.6,0.0,1.5,7.149999999999864
601,2022-06-12 21:15:00,1514.55,1514.6,1509.9,1517.0,0.05,+,ETHUSD,0.05,0.049999999999954525,2.400000000000091,4.649999999999864
602,2022-06-12 21:30:00,1514.6,1509.05,1509.05,1516.45,5.55,-,ETHUSD,5.55,0.0,1.8500000000001364,0.0
603,2022-06-12 21:45:00,1509.05,1510.15,1508.85,1516.75,1.1,+,ETHUSD,1.1,1.1000000000001364,6.599999999999909,0.20000000000004547
604,2022-06-12 22:00:00,1510.15,1504.55,1502.25,1514.15,5.6,-,ETHUSD,5.6,0.0,4.0,2.2999999999999545
605,2022-06-12 22:15:00,1504.55,1479.55,1474.55,1504.55,25.0,-,ETHUSD,25.0,0.0,0.0,5.0
606,2022-06-12 22:30:00,1479.55,1483.65,1476.55,1489.15,4.1,+,ETHUSD,4.1,4.100000000000136,5.5,3.0
607,2022-06-12 22:45:00,1483.65,1477.25,1477.25,1485.25,6.4,-,ETHUSD,6.4,0.0,1.599999999999909,0.0
608,2022-06-12 23:00:00,1477.25,1480.5,1474.15,1486.05,3.25,+,ETHUSD,3.25,3.25,5.5499999999999545,3.099999999999909
609,2022-06-12 23:15:00,1480.5,1480.25,1477.75,1486.6,0.25,-,ETHUSD,0.25,0.0,6.099999999999909,2.5
610,2022-06-12 23:30:00,1480.25,1478.95,1474.15,1481.3,1.3,-,ETHUSD,1.3,0.0,1.0499999999999545,4.7999999999999545
611,2022-06-12 23:45:00,1478.95,1474.7,1474.1,1480.7,4.25,-,ETHUSD,4.25,0.0,1.75,0.6000000000001364
612,2022-06-13 00:00:00,1474.7,1481.7,1469.2,1481.7,7.0,+,ETHUSD,7.0,7.0,0.0,5.5
613,2022-06-13 00:15:00,1481.7,1481.35,1479.6,1485.1,0.35,-,ETHUSD,0.35,0.0,3.3999999999998636,1.75
614,2022-06-13 00:30:00,1481.35,1479.15,1474.15,1482.6,2.2,-,ETHUSD,2.2,0.0,1.25,5.0
615,2022-06-13 00:45:00,1479.15,1473.05,1469.75,1480.0,6.1,-,ETHUSD,6.1,0.0,0.849999999999909,3.2999999999999545
616,2022-06-13 01:00:00,1473.05,1467.55,1453.5,1474.25,5.5,-,ETHUSD,5.5,0.0,1.2000000000000455,14.049999999999955
617,2022-06-13 01:15:00,1467.55,1467.7,1461.3,1472.15,0.15,+,ETHUSD,0.15,0.15000000000009095,4.4500000000000455,6.25
618,2022-06-13 01:30:00,1467.7,1457.5,1450.65,1469.5,10.2,-,ETHUSD,10.2,0.0,1.7999999999999545,6.849999999999909
619,2022-06-13 01:45:00,1457.5,1453.55,1452.3,1466.15,3.95,-,ETHUSD,3.95,0.0,8.650000000000091,1.25
