,time,open,close,low,high,diff,dir,token,dif,body,shadow_up,shadow_down
1021,2022-06-17 06:15:00,1089.65,1084.45,1081.5,1092.95,5.2,-,ETHUSD,5.2,0.0,3.2999999999999545,2.9500000000000455
1022,2022-06-17 06:30:00,1084.45,1081.15,1077.9,1089.95,3.3,-,ETHUSD,3.3,0.0,5.5,3.25
1023,2022-06-17 06:45:00,1081.15,1068.75,1064.75,1081.15,12.4,-,ETHUSD,12.4,0.0,0.0,4.0
1024,2022-06-17 07:00:00,1068.75,1073.7,1065.25,1074.95,4.95,+,ETHUSD,4.95,4.9500000000000455,1.25,3.5
1025,2022-06-17 07:15:00,1073.7,1079.95,1072.7,1083.8,6.25,+,ETHUSD,6.25,6.25,3.849999999999909,1.0
1026,2022-06-17 07:30:00,1079.95,1087.25,1079.0,1087.3,7.3,+,ETHUSD,7.3,7.2999999999999545,0.049999999999954525,0.9500000000000455
1027,2022-06-17 07:45:00,1087.25,1083.85,1083.0,1092.15,3.4,-,ETHUSD,3.4,0.0,4.900000000000091,0.849999999999909
1028,2022-06-17 08:00:00,1083.85,1092.95,1082.25,1095.95,9.1,+,ETHUSD,9.1,9.100000000000136,3.0,1.599999999999909
1029,2022-06-17 08:15:00,1092.95,1096.05,1089.55,1096.65,3.1,+,ETHUSD,3.1,3.099999999999909,0.6000000000001364,3.400000000000091
1030,2022-06-17 08:30:00,1096.05,1103.65,1094.1,1109.3,7.6,+,ETHUSD,7.6,7.600000000000136,5.649999999999864,1.9500000000000455
1031,2022-06-17 08:45:00,1103.65,1098.4,1097.15,1104.5,5.25,-,ETHUSD,5.25,0.0,0.849999999999909,1.25
1032,2022-06-17 09:00:00,1098.4,1088.55,1084.45,1099.8,9.85,-,ETHUSD,9.85,0.0,1.3999999999998636,4.099999999999909
1033,2022-06-17 09:15:00,1088.55,1093.6,1084.95,1095.45,5.05,+,ETHUSD,5.05,5.0499999999999545,1.8500000000001364,3.599999999999909
1034,2022-06-17 09:30:00,1093.6,1101.2,1090.7,1104.45,7.6,+,ETHUSD,7.6,7.600000000000136,3.25,2.8999999999998636
1035,2022-06-17 09:45:00,1101.2,1102.75,1096.3,1107.7,1.55,+,ETHUSD,1.55,1.5499999999999545,4.9500000000000455,4.900000000000091
1036,2022-06-17 10:00:00,1102.75,1099.15,1095.65,1107.2,3.6,-,ETHUSD,3.6,0.0,4.4500000000000455,3.5
1037,2022-06-17 10:15:00,1099.15,1112.4,1095.75,1116.55,13.25,+,ETHUSD,13.25,13.25,4.149999999999864,3.400000000000091
1038,2022-06-17 10:30:00,1112.4,1108.3,1100.1,1114.0,4.1,-,ETHUSD,4.1,0.0,1.599999999999909,8.200000000000045
1039,2022-06-17 10:45:00,1108.3,1095.75,1094.0,1110.0,12.55,-,ETHUSD,12.55,0.0,1.7000000000000455,1.75
1040,2022-06-17 11:00:00,1095.75,1103.15,1090.5,1104.3,7.4,+,ETHUSD,7.4,7.400000000000091,1.1499999999998636,5.25
1041,2022-06-17 11:15:00,1103.15,1103.65,1095.9,1107.25,0.5,+,ETHUSD,0.5,0.5,3.599999999999909,7.25
1042,2022-06-17 11:30:00,1103.65,1102.55,1097.7,1110.85,1.1,-,ETHUSD,1.1,0.0,7.199999999999818,4.849999999999909
1043,2022-06-17 11:45:00,1102.55,1093.45,1092.55,1102.55,9.1,-,ETHUSD,9.1,0.0,0.0,0.900000000000091
1044,2022-06-17 12:00:00,1093.45,1095.55,1088.45,1098.45,2.1,+,ETHUSD,2.1,2.099999999999909,2.900000000000091,5.0
1045,2022-06-17 12:15:00,1095.55,1096.2,1090.25,1097.85,0.65,+,ETHUSD,0.65,0.650000000000091,1.6499999999998636,5.2999999999999545
1046,2022-06-17 12:30:00,1096.2,1087.8,1084.6,1100.75,8.4,-,ETHUSD,8.4,0.0,4.5499999999999545,3.2000000000000455
1047,2022-06-17 12:45:00,1087.8,1091.0,1083.5,1091.7,3.2,+,ETHUSD,3.2,3.2000000000000455,0.7000000000000455,4.2999999999999545
1048,2022-06-17 13:00:00,1091.0,1093.1,1086.2,1094.4,2.1,+,ETHUSD,2.1,2.099999999999909,1.300000000000182,4.7999999999999545
1049,2022-06-17 13:15:00,1093.1,1093.85,1087.25,1095.65,0.75,+,ETHUSD,0.75,0.75,1.800000000000182,5.849999999999909
1050,2022-06-17 13:30:00,1093.85,1093.25,1086.85,1095.45,0.6,-,ETHUSD,0.6,0.0,1.6000000000001364,6.400000000000091
1051,2022-06-17 13:45:00,1093.25,1102.0,1090.65,1102.85,8.75,+,ETHUSD,8.75,8.75,0.849999999999909,2.599999999999909
1052,2022-06-17 14:00:00,1102.0,1106.15,1098.35,1108.95,4.15,+,ETHUSD,4.15,4.150000000000091,2.7999999999999545,3.650000000000091
1053,2022-06-17 14:15:00,1106.15,1099.65,1096.15,1106.7,6.5,-,ETHUSD,6.5,0.0,0.5499999999999545,3.5
1054,2022-06-17 14:30:00,1099.65,1101.4,1097.9,1105.75,1.75,+,ETHUSD,1.75,1.75,4.349999999999909,1.75
1055,2022-06-17 14:45:00,1101.4,1090.75,1089.0,1104.4,10.65,-,ETHUSD,10.65,0.0,3.0,1.75
1056,2022-06-17 15:00:00,1090.75,1092.8,1087.9,1095.75,2.05,+,ETHUSD,2.05,2.0499999999999545,2.9500000000000455,2.849999999999909
1057,2022-06-17 15:15:00,1092.8,1086.95,1086.1,1096.8,5.85,-,ETHUSD,5.85,0.0,4.0,0.8500000000001364
1058,2022-06-17 15:30:00,1086.95,1076.95,1072.0,1090.55,10.0,-,ETHUSD,10.0,0.0,3.599999999999909,4.9500000000000455
1059,2022-06-17 15:45:00,1076.95,1072.1,1065.2,1081.65,4.85,-,ETHUSD,4.85,0.0,4.7000000000000455,6.899999999999864
1060,2022-06-17 16:00:00,1072.1,1070.55,1067.45,1073.9,1.55,-,ETHUSD,1.55,0.0,1.800000000000182,3.099999999999909
1061,2022-06-17 16:15:00,1070.55,1074.35,1066.65,1080.75,3.8,+,ETHUSD,3.8,3.7999999999999545,6.400000000000091,3.8999999999998636
1062,2022-06-17 16:30:00,1074.35,1094.55,1074.35,1100.25,20.2,+,ETHUSD,20.2,20.200000000000045,5.7000000000000455,0.0
1063,2022-06-17 16:45:00,1094.55,1092.5,1090.0,1099.4,2.05,-,ETHUSD,2.05,0.0,4.850000000000136,2.5
1064,2022-06-17 17:00:00,1092.5,1080.8,1076.0,1093.4,11.7,-,ETHUSD,11.7,0.0,0.900000000000091,4.7999999999999545
1065,2022-06-17 17:15:00,1080.8,1068.25,1060.8,1081.75,12.55,-,ETHUSD,12.55,0.0,0.9500000000000455,7.4500000000000455
1066,2022-06-17 17:30:00,1068.25,1071.05,1061.4,1073.8,2.8,+,ETHUSD,2.8,2.7999999999999545,2.75,6.849999999999909
1067,2022-06-17 17:45:00,1071.05,1073.65,1066.8,1076.0,2.6,+,ETHUSD,2.6,2.6000000000001364,2.349999999999909,4.25
1068,2022-06-17 18:00:00,1073.65,1076.8,1071.65,1086.25,3.15,+,ETHUSD,3.15,3.1499999999998636,9.450000000000045,2.0
1069,2022-06-17 18:15:00,1076.8,1079.5,1073.35,1084.0,2.7,+,ETHUSD,2.7,2.7000000000000455,4.5,3.4500000000000455
1070,2022-06-17 18:30:00,1079.5,1072.75,1070.0,1083.5,6.75,-,ETHUSD,6.75,0.0,4.0,2.75
1071,2022-06-17 18:45:00,1072.75,1082.2,1068.9,1083.65,9.45,+,ETHUSD,9.45,9.450000000000045,1.4500000000000455,3.849999999999909
1072,2022-06-17 19:00:00,1082.2,1090.15,1075.9,1091.95,7.95,+,ETHUSD,7.95,7.9500000000000455,1.7999999999999545,6.2999999999999545
1073,2022-06-17 19:15:00,1090.15,1079.15,1078.4,1091.25,11.0,-,ETHUSD,11.0,0.0,1.099999999999909,0.75
1074,2022-06-17 19:30:00,1079.15,1077.45,1073.1,1080.55,1.7,-,ETHUSD,1.7,0.0,1.3999999999998636,4.350000000000136
1075,2022-06-17 19:45:00,1077.45,1073.95,1068.8,1081.35,3.5,-,ETHUSD,3.5,0.0,3.8999999999998636,5.150000000000091
1076,2022-06-17 20:00:00,1073.95,1080.6,1070.55,1080.85,6.65,+,ETHUSD,6.65,6.649999999999864,0.25,3.400000000000091
1077,2022-06-17 20:15:00,1080.6,1076.8,1073.9,1084.8,3.8,-,ETHUSD,3.8,0.0,4.2000000000000455,2.8999999999998636
1078,2022-06-17 20:30:00,1076.8,1078.35,1073.4,1079.9,1.55,+,ETHUSD,1.55,1.5499999999999545,1.550000000000182,3.3999999999998636
1079,2022-06-17 20:45:00,1078.35,1076.95,1072.85,1082.05,1.4,-,ETHUSD,1.4,0.0,3.7000000000000455,4.100000000000136
1080,2022-06-17 21:00:00,1076.95,1082.65,1075.5,1082.65,5.7,+,ETHUSD,5.7,5.7000000000000455,0.0,1.4500000000000455
1081,2022-06-17 21:15:00,1082.65,1079.2,1077.95,1084.6,3.45,-,ETHUSD,3.45,0.0,1.949999999999818,1.25
1082,2022-06-17 21:30:00,1079.2,1075.9,1074.45,1081.0,3.3,-,ETHUSD,3.3,0.0,1.7999999999999545,1.4500000000000455
1083,2022-06-17 21:45:00,1075.9,1078.4,1074.7,1079.0,2.5,+,ETHUSD,2.5,2.5,0.599999999999909,1.2000000000000455
1084,2022-06-17 22:00:00,1078.4,1075.5,1072.05,1080.55,2.9,-,ETHUSD,2.9,0.0,2.1499999999998636,3.4500000000000455
1085,2022-06-17 22:15:00,1075.5,1074.7,1074.7,1078.35,0.8,-,ETHUSD,0.8,0.0,2.849999999999909,0.0
1086,2022-06-17 22:30:00,1074.7,1079.35,1071.5,1079.35,4.65,+,ETHUSD,4.65,4.649999999999864,0.0,3.2000000000000455
1087,2022-06-17 22:45:00,1079.35,1078.05,1077.0,1081.9,1.3,-,ETHUSD,1.3,0.0,2.550000000000182,1.0499999999999545
1088,2022-06-17 23:00:00,1078.05,1086.0,1077.75,1087.55,7.95,+,ETHUSD,7.95,7.9500000000000455,1.5499999999999545,0.2999999999999545
1089,2022-06-17 23:15:00,1086.0,1095.05,1085.75,1100.0,9.05,+,ETHUSD,9.05,9.049999999999955,4.9500000000000455,0.25
1090,2022-06-17 23:30:00,1095.05,1088.5,1088.05,1098.05,6.55,-,ETHUSD,6.55,0.0,3.0,0.4500000000000455
1091,2022-06-17 23:45:00,1088.5,1092.6,1088.25,1094.85,4.1,+,ETHUSD,4.1,4.099999999999909,2.25,0.25
1092,2022-06-18 00:00:00,1092.6,1093.8,1090.5,1098.2,1.2,+,ETHUSD,1.2,1.2000000000000455,4.400000000000091,2.099999999999909
1093,2022-06-18 00:15:00,1093.8,1088.5,1088.25,1093.85,5.3,-,ETHUSD,5.3,0.0,0.049999999999954525,0.25
1094,2022-06-18 00:30:00,1088.5,1082.0,1080.6,1088.95,6.5,-,ETHUSD,6.5,0.0,0.4500000000000455,1.400000000000091
1095,2022-06-18 00:45:00,1082.0,1079.65,1077.85,1082.25,2.35,-,ETHUSD,2.35,0.0,0.25,1.800000000000182
1096,2022-06-18 01:00:00,1079.65,1081.0,1078.95,1086.0,1.35,+,ETHUSD,1.35,1.349999999999909,5.0,0.7000000000000455
1097,2022-06-18 01:15:00,1081.0,1076.3,1072.45,1086.25,4.7,-,ETHUSD,4.7,0.0,5.25,3.849999999999909
1098,2022-06-18 01:30:00,1076.3,1079.4,1074.15,1080.35,3.1,+,ETHUSD,3.1,3.1000000000001364,0.9499999999998181,2.1499999999998636
1099,2022-06-18 01:45:00,1079.4,1081.7,1076.3,1084.05,2.3,+,ETHUSD,2.3,2.2999999999999545,2.349999999999909,3.1000000000001364
1100,2022-06-18 02:00:00,1081.7,1084.65,1079.6,1085.0,2.95,+,ETHUSD,2.95,2.9500000000000455,0.34999999999990905,2.1000000000001364
1101,2022-06-18 02:15:00,1084.65,1091.25,1083.3,1091.6,6.6,+,ETHUSD,6.6,6.599999999999909,0.34999999999990905,1.3500000000001364
1102,2022-06-18 02:30:00,1091.25,1087.25,1084.45,1091.55,4.0,-,ETHUSD,4.0,0.0,0.2999999999999545,2.7999999999999545
1103,2022-06-18 02:45:00,1087.25,1084.4,1081.1,1088.65,2.85,-,ETHUSD,2.85,0.0,1.400000000000091,3.300000000000182
1104,2022-06-18 03:00:00,1084.4,1092.25,1079.75,1094.2,7.85,+,ETHUSD,7.85,7.849999999999909,1.9500000000000455,4.650000000000091
1105,2022-06-18 03:15:00,1092.25,1092.6,1088.05,1094.2,0.35,+,ETHUSD,0.35,0.34999999999990905,1.6000000000001364,4.2000000000000455
1106,2022-06-18 03:30:00,1092.6,1089.1,1087.35,1095.85,3.5,-,ETHUSD,3.5,0.0,3.25,1.75
1107,2022-06-18 03:45:00,1089.1,1085.8,1084.3,1089.45,3.3,-,ETHUSD,3.3,0.0,0.3500000000001364,1.5
1108,2022-06-18 04:00:00,1085.8,1084.4,1083.7,1090.6,1.4,-,ETHUSD,1.4,0.0,4.7999999999999545,0.7000000000000455
1109,2022-06-18 04:15:00,1084.4,1081.5,1078.15,1085.3,2.9,-,ETHUSD,2.9,0.0,0.8999999999998636,3.349999999999909
1110,2022-06-18 04:30:00,1081.5,1072.95,1070.55,1081.9,8.55,-,ETHUSD,8.55,0.0,0.40000000000009095,2.400000000000091
1111,2022-06-18 04:45:00,1072.95,1074.3,1072.95,1077.95,1.35,+,ETHUSD,1.35,1.349999999999909,3.650000000000091,0.0
1112,2022-06-18 05:00:00,1074.3,1076.3,1069.35,1077.45,2.0,+,ETHUSD,2.0,2.0,1.150000000000091,4.9500000000000455
1113,2022-06-18 05:15:00,1076.3,1074.3,1073.1,1078.0,2.0,-,ETHUSD,2.0,0.0,1.7000000000000455,1.2000000000000455
1114,2022-06-18 05:30:00,1074.3,1072.45,1070.65,1074.95,1.85,-,ETHUSD,1.85,0.0,0.650000000000091,1.7999999999999545
1115,2022-06-18 05:45:00,1072.45,1080.15,1071.4,1081.0,7.7,+,ETHUSD,7.7,7.7000000000000455,0.849999999999909,1.0499999999999545
1116,2022-06-18 06:00:00,1080.15,1075.65,1074.85,1081.5,4.5,-,ETHUSD,4.5,0.0,1.349999999999909,0.8000000000001819
1117,2022-06-18 06:15:00,1075.65,1075.7,1072.85,1077.15,0.05,+,ETHUSD,0.05,0.049999999999954525,1.4500000000000455,2.800000000000182
1118,2022-06-18 06:30:00,1075.7,1075.2,1074.35,1078.9,0.5,-,ETHUSD,0.5,0.0,3.2000000000000455,0.8500000000001364
1119,2022-06-18 06:45:00,1075.2,1076.55,1072.7,1077.45,1.35,+,ETHUSD,1.35,1.349999999999909,0.900000000000091,2.5
1120,2022-06-18 07:00:00,1076.55,1077.2,1075.05,1078.2,0.65,+,ETHUSD,0.65,0.650000000000091,1.0,1.5
1121,2022-06-18 07:15:00,1077.2,1077.75,1072.3,1078.3,0.55,+,ETHUSD,0.55,0.5499999999999545,0.5499999999999545,4.900000000000091
1122,2022-06-18 07:30:00,1077.75,1077.25,1074.3,1079.2,0.5,-,ETHUSD,0.5,0.0,1.4500000000000455,2.9500000000000455
1123,2022-06-18 07:45:00,1077.25,1077.95,1075.0,1078.15,0.7,+,ETHUSD,0.7,0.7000000000000455,0.20000000000004547,2.25
1124,2022-06-18 08:00:00,1077.95,1074.55,1073.35,1081.25,3.4,-,ETHUSD,3.4,0.0,3.2999999999999545,1.2000000000000455
1125,2022-06-18 08:15:00,1074.55,1075.0,1073.4,1076.15,0.45,+,ETHUSD,0.45,0.4500000000000455,1.150000000000091,1.1499999999998636
1126,2022-06-18 08:30:00,1075.0,1074.25,1073.0,1076.4,0.75,-,ETHUSD,0.75,0.0,1.400000000000091,1.25
1127,2022-06-18 08:45:00,1074.25,1075.75,1073.45,1076.9,1.5,+,ETHUSD,1.5,1.5,1.150000000000091,0.7999999999999545
1128,2022-06-18 09:00:00,1075.75,1077.3,1074.8,1077.55,1.55,+,ETHUSD,1.55,1.5499999999999545,0.25,0.9500000000000455
1129,2022-06-18 09:15:00,1077.3,1074.15,1073.15,1077.3,3.15,-,ETHUSD,3.15,0.0,0.0,1.0
1130,2022-06-18 09:30:00,1074.15,1073.4,1072.2,1075.25,0.75,-,ETHUSD,0.75,0.0,1.099999999999909,1.2000000000000455
1131,2022-06-18 09:45:00,1073.4,1016.7,992.8,1074.5,56.7,-,ETHUSD,56.7,0.0,1.099999999999909,23.90000000000009
1132,2022-06-18 10:00:00,1016.7,1017.3,1008.2,1026.8,0.6,+,ETHUSD,0.6,0.599999999999909,9.5,8.5
1133,2022-06-18 10:15:00,1017.3,998.25,984.2,1017.35,19.05,-,ETHUSD,19.05,0.0,0.05000000000006821,14.049999999999955
1134,2022-06-18 10:30:00,998.25,996.05,994.85,1005.65,2.2,-,ETHUSD,2.2,0.0,7.399999999999977,1.1999999999999318
1135,2022-06-18 10:45:00,996.05,1001.05,995.05,1010.95,5.0,+,ETHUSD,5.0,5.0,9.900000000000091,1.0
1136,2022-06-18 11:00:00,1001.05,994.4,991.2,1002.1,6.65,-,ETHUSD,6.65,0.0,1.0500000000000682,3.199999999999932
1137,2022-06-18 11:15:00,994.4,997.2,972.2,1005.75,2.8,+,ETHUSD,2.8,2.800000000000068,8.549999999999955,22.199999999999932
1138,2022-06-18 11:30:00,997.2,992.65,986.05,1008.5,4.55,-,ETHUSD,4.55,0.0,11.299999999999955,6.600000000000023
1139,2022-06-18 11:45:00,992.65,988.25,985.05,997.15,4.4,-,ETHUSD,4.4,0.0,4.5,3.2000000000000455
1140,2022-06-18 12:00:00,988.25,984.55,981.45,991.5,3.7,-,ETHUSD,3.7,0.0,3.25,3.099999999999909
1141,2022-06-18 12:15:00,984.55,995.45,983.85,996.2,10.9,+,ETHUSD,10.9,10.900000000000091,0.75,0.6999999999999318
1142,2022-06-18 12:30:00,995.45,984.65,983.8,997.2,10.8,-,ETHUSD,10.8,0.0,1.75,0.8500000000000227
1143,2022-06-18 12:45:00,984.65,992.9,984.65,993.65,8.25,+,ETHUSD,8.25,8.25,0.75,0.0
1144,2022-06-18 13:00:00,992.9,994.9,991.15,999.5,2.0,+,ETHUSD,2.0,2.0,4.600000000000023,1.75
1145,2022-06-18 13:15:00,994.9,1006.45,994.45,1015.0,11.55,+,ETHUSD,11.55,11.550000000000068,8.549999999999955,0.4499999999999318
1146,2022-06-18 13:30:00,1006.45,1006.4,1002.75,1010.0,0.05,-,ETHUSD,0.05,0.0,3.5499999999999545,3.6499999999999773
1147,2022-06-18 13:45:00,1006.4,1004.45,1001.65,1009.55,1.95,-,ETHUSD,1.95,0.0,3.1499999999999773,2.800000000000068
1148,2022-06-18 14:00:00,1004.45,1003.0,996.55,1005.15,1.45,-,ETHUSD,1.45,0.0,0.6999999999999318,6.4500000000000455
1149,2022-06-18 14:15:00,1003.0,1012.3,1002.65,1013.5,9.3,+,ETHUSD,9.3,9.299999999999955,1.2000000000000455,0.35000000000002274
1150,2022-06-18 14:30:00,1012.3,1009.9,1008.05,1012.95,2.4,-,ETHUSD,2.4,0.0,0.650000000000091,1.8500000000000227
1151,2022-06-18 14:45:00,1009.9,1002.45,1001.6,1010.5,7.45,-,ETHUSD,7.45,0.0,0.6000000000000227,0.8500000000000227
1152,2022-06-18 15:00:00,1002.45,1002.75,999.25,1006.35,0.3,+,ETHUSD,0.3,0.2999999999999545,3.6000000000000227,3.2000000000000455
1153,2022-06-18 15:15:00,1002.75,1001.95,998.45,1004.55,0.8,-,ETHUSD,0.8,0.0,1.7999999999999545,3.5
1154,2022-06-18 15:30:00,1001.95,997.25,993.85,1004.85,4.7,-,ETHUSD,4.7,0.0,2.8999999999999773,3.3999999999999773
1155,2022-06-18 15:45:00,997.25,996.9,994.2,999.6,0.35,-,ETHUSD,0.35,0.0,2.3500000000000227,2.699999999999932
1156,2022-06-18 16:00:00,996.9,999.0,991.6,1000.3,2.1,+,ETHUSD,2.1,2.1000000000000227,1.2999999999999545,5.2999999999999545
1157,2022-06-18 16:15:00,999.0,997.0,993.9,1002.15,2.0,-,ETHUSD,2.0,0.0,3.1499999999999773,3.1000000000000227
1158,2022-06-18 16:30:00,997.0,992.0,990.5,998.8,5.0,-,ETHUSD,5.0,0.0,1.7999999999999545,1.5
1159,2022-06-18 16:45:00,992.0,997.7,992.0,999.95,5.7,+,ETHUSD,5.7,5.7000000000000455,2.25,0.0
1160,2022-06-18 17:00:00,997.7,999.35,996.55,1001.85,1.65,+,ETHUSD,1.65,1.6499999999999773,2.5,1.150000000000091
1161,2022-06-18 17:15:00,999.35,998.5,995.8,1000.6,0.85,-,ETHUSD,0.85,0.0,1.25,2.7000000000000455
1162,2022-06-18 17:30:00,998.5,995.55,994.4,999.65,2.95,-,ETHUSD,2.95,0.0,1.1499999999999773,1.1499999999999773
1163,2022-06-18 17:45:00,995.55,989.85,989.7,998.3,5.7,-,ETHUSD,5.7,0.0,2.75,0.14999999999997726
1164,2022-06-18 18:00:00,989.85,987.3,985.3,992.0,2.55,-,ETHUSD,2.55,0.0,2.1499999999999773,2.0
1165,2022-06-18 18:15:00,987.3,992.2,986.35,994.9,4.9,+,ETHUSD,4.9,4.900000000000091,2.699999999999932,0.9499999999999318
1166,2022-06-18 18:30:00,992.2,990.35,989.3,994.5,1.85,-,ETHUSD,1.85,0.0,2.2999999999999545,1.0500000000000682
1167,2022-06-18 18:45:00,990.35,987.55,986.75,992.9,2.8,-,ETHUSD,2.8,0.0,2.5499999999999545,0.7999999999999545
1168,2022-06-18 19:00:00,987.55,987.45,983.85,991.9,0.1,-,ETHUSD,0.1,0.0,4.350000000000023,3.6000000000000227
1169,2022-06-18 19:15:00,987.45,994.6,987.45,997.45,7.15,+,ETHUSD,7.15,7.149999999999977,2.8500000000000227,0.0
1170,2022-06-18 19:30:00,994.6,988.25,987.6,995.6,6.35,-,ETHUSD,6.35,0.0,1.0,0.6499999999999773
1171,2022-06-18 19:45:00,988.25,979.9,975.05,988.55,8.35,-,ETHUSD,8.35,0.0,0.2999999999999545,4.850000000000023
1172,2022-06-18 20:00:00,979.9,978.85,978.55,985.8,1.05,-,ETHUSD,1.05,0.0,5.899999999999977,0.3000000000000682
1173,2022-06-18 20:15:00,978.85,980.45,976.0,983.1,1.6,+,ETHUSD,1.6,1.6000000000000227,2.6499999999999773,2.8500000000000227
1174,2022-06-18 20:30:00,980.45,965.45,952.1,981.55,15.0,-,ETHUSD,15.0,0.0,1.099999999999909,13.350000000000023
1175,2022-06-18 20:45:00,965.45,960.25,955.45,965.5,5.2,-,ETHUSD,5.2,0.0,0.049999999999954525,4.7999999999999545
1176,2022-06-18 21:00:00,960.25,956.85,949.7,962.35,3.4,-,ETHUSD,3.4,0.0,2.1000000000000227,7.149999999999977
1177,2022-06-18 21:15:00,956.85,940.05,939.25,958.0,16.8,-,ETHUSD,16.8,0.0,1.1499999999999773,0.7999999999999545
1178,2022-06-18 21:30:00,940.05,948.45,931.6,950.55,8.4,+,ETHUSD,8.4,8.400000000000091,2.099999999999909,8.449999999999932
1179,2022-06-18 21:45:00,948.45,935.9,934.35,950.35,12.55,-,ETHUSD,12.55,0.0,1.8999999999999773,1.5499999999999545
1180,2022-06-18 22:00:00,935.9,931.7,926.45,939.05,4.2,-,ETHUSD,4.2,0.0,3.1499999999999773,5.25
1181,2022-06-18 22:15:00,931.7,931.8,929.5,941.75,0.1,+,ETHUSD,0.1,0.09999999999990905,9.950000000000045,2.2000000000000455
1182,2022-06-18 22:30:00,931.8,915.9,913.4,935.05,15.9,-,ETHUSD,15.9,0.0,3.25,2.5
1183,2022-06-18 22:45:00,915.9,912.45,910.15,920.3,3.45,-,ETHUSD,3.45,0.0,4.399999999999977,2.300000000000068
1184,2022-06-18 23:00:00,912.45,911.55,877.25,926.3,0.9,-,ETHUSD,0.9,0.0,13.849999999999909,34.299999999999955
1185,2022-06-18 23:15:00,911.55,898.95,895.9,925.3,12.6,-,ETHUSD,12.6,0.0,13.75,3.050000000000068
1186,2022-06-18 23:30:00,898.95,896.2,891.2,908.35,2.75,-,ETHUSD,2.75,0.0,9.399999999999977,5.0
1187,2022-06-18 23:45:00,896.2,901.7,885.25,902.55,5.5,+,ETHUSD,5.5,5.5,0.849999999999909,10.950000000000045
1188,2022-06-19 00:00:00,901.7,905.35,898.55,913.15,3.65,+,ETHUSD,3.65,3.6499999999999773,7.7999999999999545,3.150000000000091
1189,2022-06-19 00:15:00,905.35,947.95,901.0,971.15,42.6,+,ETHUSD,42.6,42.60000000000002,23.199999999999932,4.350000000000023
1190,2022-06-19 00:30:00,947.95,947.8,924.25,962.2,0.15,-,ETHUSD,0.15,0.0,14.25,23.549999999999955
1191,2022-06-19 00:45:00,947.8,940.6,936.6,949.6,7.2,-,ETHUSD,7.2,0.0,1.8000000000000682,4.0
1192,2022-06-19 01:00:00,940.6,950.8,935.5,953.75,10.2,+,ETHUSD,10.2,10.199999999999932,2.9500000000000455,5.100000000000023
1193,2022-06-19 01:15:00,950.8,988.6,949.55,996.1,37.8,+,ETHUSD,37.8,37.80000000000007,7.5,1.25
1194,2022-06-19 01:30:00,988.6,982.7,977.3,1011.5,5.9,-,ETHUSD,5.9,0.0,22.899999999999977,5.400000000000091
1195,2022-06-19 01:45:00,982.7,989.5,971.75,990.7,6.8,+,ETHUSD,6.8,6.7999999999999545,1.2000000000000455,10.950000000000045
1196,2022-06-19 02:00:00,989.5,985.15,983.35,1003.55,4.35,-,ETHUSD,4.35,0.0,14.049999999999955,1.7999999999999545
1197,2022-06-19 02:15:00,985.15,993.9,977.65,994.55,8.75,+,ETHUSD,8.75,8.75,0.6499999999999773,7.5
1198,2022-06-19 02:30:00,993.9,988.6,986.2,1001.6,5.3,-,ETHUSD,5.3,0.0,7.7000000000000455,2.3999999999999773
1199,2022-06-19 02:45:00,988.6,993.3,987.0,997.75,4.7,+,ETHUSD,4.7,4.699999999999932,4.4500000000000455,1.6000000000000227
1200,2022-06-19 03:00:00,993.3,989.8,985.4,1006.1,3.5,-,ETHUSD,3.5,0.0,12.800000000000068,4.399999999999977
1201,2022-06-19 03:15:00,989.8,1002.4,989.75,1007.4,12.6,+,ETHUSD,12.6,12.600000000000023,5.0,0.049999999999954525
1202,2022-06-19 03:30:00,1002.4,998.4,995.05,1007.55,4.0,-,ETHUSD,4.0,0.0,5.149999999999977,3.3500000000000227
1203,2022-06-19 03:45:00,998.4,988.35,985.55,999.5,10.05,-,ETHUSD,10.05,0.0,1.1000000000000227,2.800000000000068
1204,2022-06-19 04:00:00,988.35,988.85,982.85,993.85,0.5,+,ETHUSD,0.5,0.5,5.0,5.5
1205,2022-06-19 04:15:00,988.85,981.45,977.2,990.85,7.4,-,ETHUSD,7.4,0.0,2.0,4.25
1206,2022-06-19 04:30:00,981.45,964.75,963.6,981.45,16.7,-,ETHUSD,16.7,0.0,0.0,1.1499999999999773
1207,2022-06-19 04:45:00,964.75,959.85,955.6,970.2,4.9,-,ETHUSD,4.9,0.0,5.4500000000000455,4.25
1208,2022-06-19 05:00:00,959.85,960.8,955.55,965.0,0.95,+,ETHUSD,0.95,0.9499999999999318,4.2000000000000455,4.300000000000068
1209,2022-06-19 05:15:00,960.8,945.1,942.7,960.9,15.7,-,ETHUSD,15.7,0.0,0.10000000000002274,2.3999999999999773
1210,2022-06-19 05:30:00,945.1,949.6,938.35,954.0,4.5,+,ETHUSD,4.5,4.5,4.399999999999977,6.75
1211,2022-06-19 05:45:00,949.6,948.7,948.5,956.9,0.9,-,ETHUSD,0.9,0.0,7.2999999999999545,0.20000000000004547
1212,2022-06-19 06:00:00,948.7,974.45,948.15,975.95,25.75,+,ETHUSD,25.75,25.75,1.5,0.5500000000000682
1213,2022-06-19 06:15:00,974.45,966.0,964.8,975.65,8.45,-,ETHUSD,8.45,0.0,1.1999999999999318,1.2000000000000455
